,split0_test_rmse,split1_test_rmse,split2_test_rmse,split3_test_rmse,split4_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_n_factors,param_n_epochs,param_lr_all,param_reg_all
31,0.9163419497114471,0.9153014881571556,0.9205085804324994,0.9174862059550155,0.9148909973872356,0.9169058443286706,0.0020133589403276866,4,5.995645475387573,0.1057314391923244,0.16997475624084474,0.06345261673891209,"{'n_factors': 60, 'n_epochs': 40, 'lr_all': 0.01, 'reg_all': 0.1}",60,40,0.01,0.1
32,0.9868155399087717,0.9819471891215407,0.9855410580934786,0.9924006914300674,0.9896990741193747,0.9872807105346466,0.0035707677546631643,39,9.014255905151368,0.24812985518891303,0.16176505088806153,0.05329721627460435,"{'n_factors': 60, 'n_epochs': 60, 'lr_all': 0.005, 'reg_all': 0.02}",60,60,0.005,0.02
33,0.9170511134417593,0.9166574757324668,0.9224907339461516,0.9186936550848024,0.9157094764957304,0.9181204909401821,0.0023884938120663883,8,8.826824951171876,0.22744878031421398,0.180604887008667,0.07668180270617522,"{'n_factors': 60, 'n_epochs': 60, 'lr_all': 0.005, 'reg_all': 0.1}",60,60,0.005,0.1
34,1.015018984164524,1.014847760012616,1.022780603049127,1.0142783781121991,1.0176325632118175,1.0169116577100568,0.0031540536593855912,46,8.755331993103027,0.22240961728173142,0.15915064811706542,0.05542117695568662,"{'n_factors': 60, 'n_epochs': 60, 'lr_all': 0.01, 'reg_all': 0.02}",60,60,0.01,0.02
35,0.9177920701055459,0.9116848134703535,0.9201008041802092,0.9175847175137434,0.9162151148247464,0.9166755040189196,0.002790162022591634,3,8.869093036651611,0.2581365850586013,0.16458401679992676,0.05027062862957474,"{'n_factors': 60, 'n_epochs': 60, 'lr_all': 0.01, 'reg_all': 0.1}",60,60,0.01,0.1
36,0.9396430717672671,0.9418105575592236,0.9450133751592084,0.9446585465419779,0.9405204384326669,0.9423291978920687,0.0021627087122141012,26,3.332140398025513,0.026022219520880296,0.14950041770935057,0.054983035832113475,"{'n_factors': 80, 'n_epochs': 20, 'lr_all': 0.005, 'reg_all': 0.02}",80,20,0.005,0.02
37,0.9402242936042623,0.9404960977803034,0.9435947680310386,0.9423044316925004,0.9388614889876896,0.9410962160191589,0.001662344294829555,24,3.3125827312469482,0.023029025121884813,0.1472611904144287,0.055860390411977545,"{'n_factors': 80, 'n_epochs': 20, 'lr_all': 0.005, 'reg_all': 0.1}",80,20,0.005,0.1
38,0.959242706328101,0.9571063342235013,0.9643349142570998,0.956197468417695,0.9595013506609482,0.959276554777469,0.002822385855822505,33,3.2990159034729003,0.020067863350092283,0.14981431961059571,0.05479881296945742,"{'n_factors': 80, 'n_epochs': 20, 'lr_all': 0.01, 'reg_all': 0.02}",80,20,0.01,0.02
39,0.9249575978922092,0.9237420105313172,0.928856524066021,0.92637231153968,0.9254313455673995,0.9258719579193254,0.0017160919677537173,14,3.3002383708953857,0.02249609708164301,0.12662925720214843,0.04602980504395287,"{'n_factors': 80, 'n_epochs': 20, 'lr_all': 0.01, 'reg_all': 0.1}",80,20,0.01,0.1
40,0.9614414895819834,0.9573995216261825,0.9640697403568922,0.963377985692382,0.9628196659378824,0.9618216806390645,0.0023736835570756206,35,6.575911045074463,0.024112026942449856,0.14940958023071288,0.056205157902044056,"{'n_factors': 80, 'n_epochs': 40, 'lr_all': 0.005, 'reg_all': 0.02}",80,40,0.005,0.02
41,0.9229998678664083,0.925884344839755,0.9279768547819415,0.9284453441495087,0.9238941933257734,0.9258401209926774,0.0021544580310522317,13,6.579982805252075,0.021499772221567647,0.14863171577453613,0.0536858882565422,"{'n_factors': 80, 'n_epochs': 40, 'lr_all': 0.005, 'reg_all': 0.1}",80,40,0.005,0.1
42,0.9914112928914437,0.9889716920857898,0.990008291117643,0.9897761290444342,0.9928940327962156,0.9906122875871052,0.0013856620885482767,40,6.5773475646972654,0.017895963114051585,0.14760661125183105,0.0563794091496902,"{'n_factors': 80, 'n_epochs': 40, 'lr_all': 0.01, 'reg_all': 0.02}",80,40,0.01,0.02
43,0.9141790471029456,0.9131404034372674,0.9200848476830132,0.9180679587974837,0.9144830919620915,0.9159910697965603,0.0026365207144718383,2,6.583991146087646,0.04244679278127691,0.14989471435546875,0.05800932267724206,"{'n_factors': 80, 'n_epochs': 40, 'lr_all': 0.01, 'reg_all': 0.1}",80,40,0.01,0.1
44,0.9799747834543117,0.980818039241639,0.9877411861526483,0.9778019312479591,0.9864227155435011,0.9825517311280118,0.003850244396609078,38,9.904273223876952,0.1705365226453834,0.1477081298828125,0.05528964123705112,"{'n_factors': 80, 'n_epochs': 60, 'lr_all': 0.005, 'reg_all': 0.02}",80,60,0.005,0.02
45,0.9163443640865933,0.9149527525805178,0.9221421455381859,0.9191409098372989,0.9152099939156118,0.9175580331916414,0.002731056670306645,6,9.81201171875,0.024073519712445476,0.15101180076599122,0.05257687397014899,"{'n_factors': 80, 'n_epochs': 60, 'lr_all': 0.005, 'reg_all': 0.1}",80,60,0.005,0.1
46,0.996634108503421,0.9941218922128191,0.9980014668284055,0.9970453726410625,0.9955694358976356,0.9962744552166688,0.0013294219040418647,42,9.827789783477783,0.03291084572319552,0.14662280082702636,0.05406016888193603,"{'n_factors': 80, 'n_epochs': 60, 'lr_all': 0.01, 'reg_all': 0.02}",80,60,0.01,0.02
47,0.916222676225526,0.9111078880176358,0.919589146434176,0.9173960032338877,0.9135531770085583,0.9155737781839568,0.0029628283471534803,1,9.821590042114257,0.010794682363852882,0.15020184516906737,0.05836508109219051,"{'n_factors': 80, 'n_epochs': 60, 'lr_all': 0.01, 'reg_all': 0.1}",80,60,0.01,0.1
