,split0_test_rmse,split1_test_rmse,split2_test_rmse,split3_test_rmse,split4_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_k,param_sim_options
0,1.0554700542061926,1.0597305171783873,1.044708288802539,1.0444329161841603,1.0598760169545967,1.0528435586651752,0.006938381204049114,42,0.4449137210845947,0.05753991069411238,1.9315959453582763,0.2138802574275417,"{'k': 4, 'sim_options': {'name': 'msd', 'min_support': 1, 'user_based': True}}",4,"{'name': 'msd', 'min_support': 1, 'user_based': True}"
1,1.0523084538676495,1.0559995449675526,1.0401444951909784,1.0451879380094355,1.0548033841374145,1.0496887632346064,0.0060695728394893605,41,0.3544465065002441,0.008983669268928086,1.665612554550171,0.08461524720269746,"{'k': 4, 'sim_options': {'name': 'msd', 'min_support': 2, 'user_based': True}}",4,"{'name': 'msd', 'min_support': 2, 'user_based': True}"
2,1.0509442751593394,1.0536495598407691,1.037354477109542,1.0396654141794566,1.0506282104992108,1.0464483873576635,0.006606795630083845,40,0.4689434051513672,0.037511393784470694,1.9521032333374024,0.12289740615458333,"{'k': 4, 'sim_options': {'name': 'msd', 'min_support': 3, 'user_based': True}}",4,"{'name': 'msd', 'min_support': 3, 'user_based': True}"
3,1.0709234218475934,1.0756218236804598,1.0575986800899946,1.062355360378612,1.0724975485491688,1.0677993669091657,0.006733716338056775,45,1.0105833053588866,0.048974871295124234,1.941974115371704,0.10547078171187174,"{'k': 4, 'sim_options': {'name': 'cosine', 'min_support': 1, 'user_based': True}}",4,"{'name': 'cosine', 'min_support': 1, 'user_based': True}"
4,1.0642082539702844,1.0684673557577293,1.0497085414453304,1.0559487287565585,1.0667951550723602,1.0610256070004527,0.00710840652660383,44,0.9251491546630859,0.052338120499765474,1.8061437606811523,0.15857029547767934,"{'k': 4, 'sim_options': {'name': 'cosine', 'min_support': 2, 'user_based': True}}",4,"{'name': 'cosine', 'min_support': 2, 'user_based': True}"
5,1.0609978745712152,1.0636176343061294,1.0445837149988753,1.0479845943635464,1.0572788046538932,1.0548925245787317,0.007390375169023175,43,0.865557050704956,0.05145770254193563,1.8965449810028077,0.23559781100900076,"{'k': 4, 'sim_options': {'name': 'cosine', 'min_support': 3, 'user_based': True}}",4,"{'name': 'cosine', 'min_support': 3, 'user_based': True}"
6,1.0470130257297108,1.0540368339923287,1.0316374582012084,1.0423428046676697,1.0437417027917744,1.0437543650765384,0.00728230913383231,38,1.2080934047698975,0.03302948684974763,1.6625889778137206,0.08574803510408069,"{'k': 4, 'sim_options': {'name': 'pearson', 'min_support': 1, 'user_based': True}}",4,"{'name': 'pearson', 'min_support': 1, 'user_based': True}"
7,1.0470130257297108,1.0540368339923287,1.0316374582012084,1.0423428046676697,1.0437417027917744,1.0437543650765384,0.00728230913383231,39,1.1519595623016357,0.024141160005013484,1.6530649662017822,0.08822213986259163,"{'k': 4, 'sim_options': {'name': 'pearson', 'min_support': 2, 'user_based': True}}",4,"{'name': 'pearson', 'min_support': 2, 'user_based': True}"
8,1.0404083087519485,1.048088372837938,1.0259098562629012,1.0363922194892863,1.0381807608780595,1.0377959036440267,0.007157599446724096,37,1.1676976203918457,0.19583092829969634,1.7575679779052735,0.2618601388728594,"{'k': 4, 'sim_options': {'name': 'pearson', 'min_support': 3, 'user_based': True}}",4,"{'name': 'pearson', 'min_support': 3, 'user_based': True}"
9,1.0181088207379645,1.0228439610502318,1.0124278263780455,1.0095352670197946,1.0214024096596308,1.0168636569691334,0.005124385582321272,33,0.3502028465270996,0.0049839580950075905,1.7315853118896485,0.057971733366542634,"{'k': 6, 'sim_options': {'name': 'msd', 'min_support': 1, 'user_based': True}}",6,"{'name': 'msd', 'min_support': 1, 'user_based': True}"
10,1.0156965020360094,1.0201494962912554,1.0072978116541513,1.0098536622934333,1.0167748990464185,1.0139544742642534,0.004700969486163724,32,0.3590989112854004,0.011182543595655231,1.7246554851531983,0.0672273172010374,"{'k': 6, 'sim_options': {'name': 'msd', 'min_support': 2, 'user_based': True}}",6,"{'name': 'msd', 'min_support': 2, 'user_based': True}"
11,1.0144799270641949,1.0187779655118523,1.0045596669933712,1.004822216557049,1.012975408125724,1.0111230368504383,0.005587057979121011,31,0.3441756725311279,0.002327518615256556,1.7232702255249024,0.06081985621906373,"{'k': 6, 'sim_options': {'name': 'msd', 'min_support': 3, 'user_based': True}}",6,"{'name': 'msd', 'min_support': 3, 'user_based': True}"
12,1.031410168324852,1.0376176023462491,1.0170639565979926,1.0218182504845663,1.0329246894980697,1.028166933450346,0.007563753407201076,36,0.8744168281555176,0.00884202176202872,1.7339601039886474,0.06021097709718115,"{'k': 6, 'sim_options': {'name': 'cosine', 'min_support': 1, 'user_based': True}}",6,"{'name': 'cosine', 'min_support': 1, 'user_based': True}"
13,1.028120744103071,1.0300744551453251,1.0098632304059272,1.017099233433358,1.0276768514751402,1.0225669029125644,0.007805110780750087,35,0.8348910331726074,0.002730498977043355,1.726180648803711,0.05897754669930742,"{'k': 6, 'sim_options': {'name': 'cosine', 'min_support': 2, 'user_based': True}}",6,"{'name': 'cosine', 'min_support': 2, 'user_based': True}"
14,1.0235798181516098,1.0238925131188574,1.0061116382915756,1.0110520196810364,1.0203140958439831,1.0169900170174127,0.007151480511523985,34,0.7913285255432129,0.006631427725109997,1.7304902076721191,0.05777032328672103,"{'k': 6, 'sim_options': {'name': 'cosine', 'min_support': 3, 'user_based': True}}",6,"{'name': 'cosine', 'min_support': 3, 'user_based': True}"
